Datacenter: datacenter1; Host: /127.0.0.1; Rack: rack1
[OVERALL], RunTime(ms), 396828
[OVERALL], Throughput(ops/sec), 12599.91734454222
[TOTAL_GCS_PS_Scavenge], Count, 122
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 1733
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.4367131351618333
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 122
[TOTAL_GC_TIME], Time(ms), 1733
[TOTAL_GC_TIME_%], Time(%), 0.4367131351618333
[READ], Operations, 4749874
[READ], AverageLatency(us), 20403.244836389345
[READ], MinLatency(us), 2212
[READ], MaxLatency(us), 358399
[READ], 95thPercentileLatency(us), 59039
[READ], 99thPercentileLatency(us), 90111
[READ], Return=OK, 4749874
[READ], 2213, 1.0
[READ], 2367, 1.0
[READ], 2383, 1.0
[READ], 2399, 1.0
[READ], 2417, 1.0
[READ], 2439, 1.0
[READ], 2441, 1.0
[READ], 2445, 1.0
[READ], 2459, 1.0
[READ], 2463, 1.0
[READ], 2467, 1.0
[READ], 2471, 1.0
[READ], 2491, 1.0
[READ], 2495, 1.0
[READ], 2499, 1.0
[READ], 2513, 1.0
[READ], 2555, 1.0
[READ], 2567, 1.0
[READ], 2571, 1.0
[READ], 2585, 1.0
[READ], 2603, 1.0
[READ], 2609, 1.0
[READ], 2613, 1.0
[READ], 2619, 1.0
[READ], 2621, 1.0
[READ], 2625, 1.0
[READ], 2627, 1.0
[READ], 2633, 1.0
[READ], 2649, 1.0
[READ], 2653, 1.0
[READ], 2657, 1.0
[READ], 2669, 2.0
[READ], 2673, 1.0
[READ], 2687, 1.0
[READ], 2689, 1.0
[READ], 2691, 1.0
[READ], 2695, 1.0
[READ], 2701, 1.0
[READ], 2707, 1.0
[READ], 2715, 1.0
[READ], 2723, 1.0
[READ], 2725, 1.0
[READ], 2731, 1.0
[READ], 2743, 1.0
[READ], 2747, 1.0
[READ], 2753, 1.0
[READ], 2769, 1.0
[READ], 2779, 1.0
[READ], 2783, 1.0
[READ], 2785, 1.0
[READ], 2795, 2.0
[READ], 2799, 2.0
[READ], 2801, 3.0
[READ], 2807, 1.0
[READ], 2819, 3.0
[READ], 2821, 1.0
[READ], 2825, 1.0
[READ], 2827, 1.0
