Datacenter: datacenter1; Host: /127.0.0.1; Rack: rack1
[OVERALL], RunTime(ms), 350641
[OVERALL], Throughput(ops/sec), 14259.59884896518
[TOTAL_GCS_PS_Scavenge], Count, 116
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 3661
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 1.0440878277212307
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 116
[TOTAL_GC_TIME], Time(ms), 3661
[TOTAL_GC_TIME_%], Time(%), 1.0440878277212307
[READ], Operations, 4750084
[READ], AverageLatency(us), 17970.660131273467
[READ], MinLatency(us), 1896
[READ], MaxLatency(us), 395007
[READ], 95thPercentileLatency(us), 56671
[READ], 99thPercentileLatency(us), 74687
[READ], Return=OK, 4750084
[READ], 1896, 1.0
[READ], 1904, 1.0
[READ], 1916, 1.0
[READ], 1920, 1.0
[READ], 1926, 1.0
[READ], 1932, 1.0
[READ], 1946, 1.0
[READ], 1954, 1.0
[READ], 1996, 2.0
[READ], 2011, 1.0
[READ], 2018, 1.0
[READ], 2023, 1.0
[READ], 2029, 1.0
[READ], 2033, 1.0
[READ], 2053, 1.0
[READ], 2055, 1.0
[READ], 2071, 1.0
[READ], 2073, 1.0
[READ], 2077, 1.0
[READ], 2083, 3.0
[READ], 2095, 1.0
[READ], 2099, 1.0
[READ], 2103, 1.0
[READ], 2105, 1.0
[READ], 2111, 1.0
[READ], 2115, 1.0
[READ], 2119, 2.0
[READ], 2123, 2.0
[READ], 2129, 1.0
[READ], 2131, 1.0
[READ], 2143, 1.0
[READ], 2145, 2.0
[READ], 2147, 1.0
[READ], 2155, 2.0
[READ], 2157, 1.0
[READ], 2159, 1.0
[READ], 2161, 1.0
[READ], 2163, 1.0
[READ], 2165, 1.0
[READ], 2171, 1.0
[READ], 2175, 3.0
[READ], 2177, 1.0
[READ], 2179, 1.0
[READ], 2181, 1.0
[READ], 2183, 2.0
[READ], 2185, 1.0
[READ], 2187, 2.0
[READ], 2189, 2.0
[READ], 2191, 2.0
[READ], 2193, 1.0
[READ], 2195, 1.0
[READ], 2197, 2.0
[READ], 2203, 1.0
[READ], 2207, 1.0
[READ], 2209, 1.0
[READ], 2211, 3.0
[READ], 2215, 1.0
[READ], 2217, 1.0
[READ], 2223, 1.0
[READ], 2225, 2.0
[READ], 2227, 1.0
[READ], 2229, 2.0
[READ], 2235, 1.0
[READ], 2237, 2.0
[READ], 2239, 2.0
[READ], 2241, 1.0
[READ], 2245, 1.0
[READ], 2247, 2.0
[READ], 2251, 1.0
[READ], 2255, 1.0
[READ], 2259, 3.0
[READ], 2261, 1.0
